hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
deit,deit/modeling_deit.py,DeiTForImageClassification;DeiTForImageClassificationWithTeacher;DeiTForMaskedImageModeling;DeiTModel;DeiTPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU,,deit/modeling_deit.py:211;deit/modeling_deit.py:152;deit/modeling_deit.py:325,"DeiT (Data-efficient ViT) — same primitives as ViT. Includes distillation tokens (extra Parameter, no compute change)."
deprecated,,,none,other,not_inference_required,,,,Wrapper folder containing deprecated submodules; no top-level modeling file.
depth_anything,depth_anything/modeling_depth_anything.py,DepthAnythingForDepthEstimation;DepthAnythingPreTrainedModel,vision,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,depth_anything/modeling_depth_anything.py:38;depth_anything/modeling_depth_anything.py:34,DepthAnything (DINOv2 backbone + DPT depth head). Reassemble block uses nn.ConvTranspose2d (covered by tasks/baseline/L1/conv_transpose2d.py:ConvTranspose2d). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
depth_pro,depth_pro/modeling_depth_pro.py,DepthProForDepthEstimation;DepthProModel;DepthProPreTrainedModel,vision,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;gelu→tasks/baseline/L1/gelu.py:GELU,,depth_pro/modeling_depth_pro.py:471;depth_pro/modeling_depth_pro.py:778;depth_pro/modeling_depth_pro.py:973,"Apple Depth Pro (multi-resolution ViT + depth decoder). Multiple nn.ConvTranspose2d at 471, 778, 973 in decoder — [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']"
detr,detr/modeling_detr.py,DetrDecoder;DetrEncoder;DetrForObjectDetection;DetrForSegmentation;DetrModel;DetrPreTrainedModel,detection,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;frozen_batch_norm→tasks/baseline/L1/frozen_batch_norm2d.py:FrozenBatchNorm2d;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,detr/modeling_detr.py:436;detr/modeling_detr.py:359;detr/modeling_detr.py:731,Original DETR object detection (ResNet backbone + transformer encoder/decoder). Standard primitives. (Note: panoptic-segmentation head uses GN+conv only; no ConvTranspose.)
dia,dia/modeling_dia.py,DiaDecoder;DiaEncoder;DiaForConditionalGeneration;DiaModel;DiaPreTrainedModel,audio,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU,,dia/modeling_dia.py:105;dia/modeling_dia.py:711;dia/modeling_dia.py:312,Dia text-to-speech (Llama-style encoder-decoder). Standard primitives + 2-cache wrapper.
dialogpt,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — uses GPT-2 architecture directly via tokenizer config; no separate modeling file.
diffllama,diffllama/modeling_diffllama.py,DiffLlamaForCausalLM;DiffLlamaForQuestionAnswering;DiffLlamaForSequenceClassification;DiffLlamaForTokenClassification;DiffLlamaModel;DiffLlamaPreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU,,diffllama/modeling_diffllama.py:62;diffllama/modeling_diffllama.py:624;diffllama/modeling_diffllama.py:244,Differential Llama: differential attention (subtract two attention heads). Implemented as 2x SDPA + subtract; no missing primitive.
dinat,dinat/modeling_dinat.py,DinatBackbone;DinatForImageClassification;DinatModel;DinatPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU,,dinat/modeling_dinat.py:572;dinat/modeling_dinat.py:258;dinat/modeling_dinat.py:201,Dilated Neighborhood Attention Transformer. NATTEN's neighborhood attention is implemented in HF as a Python loop using gather/window-extraction (pure torch). Pooler uses nn.AdaptiveAvgPool1d (572) [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_1d']
dinov2,dinov2/modeling_dinov2.py,Dinov2Backbone;Dinov2Encoder;Dinov2ForImageClassification;Dinov2Model;Dinov2PreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,dinov2/modeling_dinov2.py:199;dinov2/modeling_dinov2.py:139;dinov2/modeling_dinov2.py:354,DINOv2 ViT-style self-supervised vision encoder. Standard primitives.
dinov2_with_registers,dinov2_with_registers/modeling_dinov2_with_registers.py,Dinov2WithRegistersBackbone;Dinov2WithRegistersEncoder;Dinov2WithRegistersForImageClassification;Dinov2WithRegistersModel;Dinov2WithRegistersPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU,,dinov2_with_registers/modeling_dinov2_with_registers.py:219;dinov2_with_registers/modeling_dinov2_with_registers.py:62;dinov2_with_registers/modeling_dinov2_with_registers.py:370,DINOv2 + register tokens. Same primitives as dinov2.
dinov3_convnext,dinov3_convnext/modeling_dinov3_convnext.py,DINOv3ConvNextBackbone;DINOv3ConvNextEncoder;DINOv3ConvNextModel;DINOv3ConvNextPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU,,dinov3_convnext/modeling_dinov3_convnext.py:228;dinov3_convnext/modeling_dinov3_convnext.py:114;dinov3_convnext/modeling_dinov3_convnext.py:112,"DINOv3 ConvNeXt variant. Backbone composable; head pooler uses nn.AdaptiveAvgPool2d (kb-nano L4 dinov3.py is the ViT variant, not this one.) [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_2d']"
dinov3_vit,dinov3_vit/modeling_dinov3_vit.py,DINOv3ViTBackbone;DINOv3ViTEncoder;DINOv3ViTModel;DINOv3ViTPreTrainedModel,vision,vision-encoder,kb_nano_l4,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU;rotary_pos_emb_dinov3→tasks/baseline/L1/dinov3_rope.py:DINOv3RoPE,,dinov3_vit/modeling_dinov3_vit.py:288;dinov3_vit/modeling_dinov3_vit.py:314;dinov3_vit/modeling_dinov3_vit.py:71,DINOv3 ViT — kb-nano L4 dinov3.py + L1 dinov3_rope.py exist. modular_dinov3_vit.py exists.
distilbert,distilbert/modeling_distilbert.py,DistilBertForMaskedLM;DistilBertForMultipleChoice;DistilBertForQuestionAnswering;DistilBertForSequenceClassification;DistilBertForTokenClassification;DistilBertModel;DistilBertPreTrainedModel,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;dropout→tasks/baseline/L1/dropout.py:Dropout;gelu→tasks/baseline/L1/gelu.py:GELU,,distilbert/modeling_distilbert.py:169;distilbert/modeling_distilbert.py:86;distilbert/modeling_distilbert.py:89,DistilBERT (smaller BERT). Same primitives as bert; composable.
dit,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — DiT (Document Image Transformer) reuses BEiT architecture.
doge,doge/modeling_doge.py,DogeForCausalLM;DogeForSequenceClassification;DogeModel;DogePreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU,,doge/modeling_doge.py:184;doge/modeling_doge.py:255;doge/modeling_doge.py:325,Doge decoder. Registers a custom 'doge_flex_attention' impl (line 256) but ALL_ATTENTION_FUNCTIONS dispatcher (line 324) falls back to eager_attention_forward (line 184) when sdpa/flash selected — composable since eager+sdpa+flash all covered. (flex_attention itself is unsupported in kb-nano.)
donut,donut/modeling_donut_swin.py,DonutSwinForImageClassification;DonutSwinModel;DonutSwinPreTrainedModel,multimodal,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;gelu→tasks/baseline/L1/gelu.py:GELU;dropout→tasks/baseline/L1/dropout.py:Dropout,,donut/modeling_donut_swin.py:824;donut/modeling_donut_swin.py:293;donut/modeling_donut_swin.py:252,"Donut document-VLM Swin encoder. Pooler uses nn.AdaptiveAvgPool1d (824) Otherwise SwinV1-style encoder, composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_1d']"
dots1,dots1/modeling_dots1.py,Dots1ForCausalLM;Dots1Model;Dots1PreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;silu→tasks/baseline/L1/silu.py:SiLU;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm→tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm,,dots1/modeling_dots1.py:221;dots1/modeling_dots1.py:523;dots1/modeling_dots1.py:253,Dots1 MoE decoder (Llama+MoE). modular_dots1.py exists.
dpr,dpr/modeling_dpr.py,DPREncoder;DPRPreTrainedModel;DPRPretrainedContextEncoder;DPRPretrainedQuestionEncoder;DPRPretrainedReader;DPRSpanPredictor,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention,,dpr/modeling_dpr.py:170,Dense Passage Retrieval (BERT-style dual encoders). Same primitives as bert; composable.
dpt,dpt/modeling_dpt.py,DPTForDepthEstimation;DPTForSemanticSegmentation;DPTModel;DPTPreTrainedModel,vision,other,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,dpt/modeling_dpt.py:576;dpt/modeling_dpt.py:318;dpt/modeling_dpt.py:125,DPT (Dense Prediction Transformer) for monocular depth. Reassemble layer uses nn.ConvTranspose2d (576) Otherwise composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
edgetam,edgetam/modeling_edgetam.py,EdgeTamModel;EdgeTamPreTrainedModel;EdgeTamVisionModel,segmentation,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;matmul→tasks/baseline/L1/linear.py:Matmul,,edgetam/modeling_edgetam.py:729;edgetam/modeling_edgetam.py:730;edgetam/modeling_edgetam.py:127,EdgeTamMaskDecoder uses nn.ConvTranspose2d (covered by tasks/baseline/L1/conv_transpose2d.py:ConvTranspose2d). Vision encoder + two-way attention transformer + prompt encoder are composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
edgetam_video,edgetam_video/modeling_edgetam_video.py,EdgeTamVideoModel;EdgeTamVideoPreTrainedModel,segmentation,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;gelu→tasks/baseline/L1/gelu.py:GELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;matmul→tasks/baseline/L1/linear.py:Matmul,,edgetam_video/modeling_edgetam_video.py:1793;edgetam_video/modeling_edgetam_video.py:1794;edgetam_video/modeling_edgetam_video.py:145,Video extension of edgetam with memory-fuser + memory-attention. Same mask decoder uses nn.ConvTranspose2d (1793-1794) Otherwise composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
efficientloftr,efficientloftr/modeling_efficientloftr.py,EfficientLoFTRForKeypointMatching;EfficientLoFTRModel;EfficientLoFTRPreTrainedModel,vision,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;max_pool_2d→tasks/baseline/L1/max_pool2d.py:MaxPool2d;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;softmax→tasks/baseline/L1/softmax.py:Softmax;matmul→tasks/baseline/L1/linear.py:Matmul,,efficientloftr/modeling_efficientloftr.py:91;efficientloftr/modeling_efficientloftr.py:166;efficientloftr/modeling_efficientloftr.py:643,Local-feature-matching transformer with rotary attention and a RepVGG backbone. Uses nn.functional.unfold (line 643) which is a torch builtin (passthrough). All compute primitives covered.
efficientnet,efficientnet/modeling_efficientnet.py,EfficientNetForImageClassification;EfficientNetModel;EfficientNetPreTrainedModel,vision,vision-encoder,composable,conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;linear→tasks/baseline/L1/linear.py:Linear;avg_pool_2d→tasks/baseline/L1/avg_pool2d.py:AvgPool2d;max_pool_2d→tasks/baseline/L1/max_pool2d.py:MaxPool2d,,efficientnet/modeling_efficientnet.py:197;efficientnet/modeling_efficientnet.py:452;efficientnet/modeling_efficientnet.py:557,EfficientNet Squeeze-and-Excite uses nn.AdaptiveAvgPool2d (covered by tasks/baseline/L1/adaptive_avg_pool2d.py:AdaptiveAvgPool2d). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['adaptive_avg_pool_2d']
electra,electra/modeling_electra.py,ElectraForCausalLM;ElectraForMaskedLM;ElectraForMultipleChoice;ElectraForPreTraining;ElectraForQuestionAnswering;ElectraForSequenceClassification;ElectraForTokenClassification;ElectraModel;ElectraPreTrainedModel,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;matmul→tasks/baseline/L1/linear.py:Matmul;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,electra/modeling_electra.py:507;electra/modeling_electra.py:549;electra/modeling_electra.py:1271,"BERT-style encoder with discriminator/generator heads + ForCausalLM (decoder mode uses EncoderDecoderCache, composable from 2x KV cache per pilot). ALL_ATTENTION_FUNCTIONS dispatcher."
emu3,emu3/modeling_emu3.py,Emu3ForCausalLM;Emu3ForConditionalGeneration;Emu3Model;Emu3PreTrainedModel;Emu3TextModel;Emu3VQVAE,multimodal,hybrid,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;conv3d→tasks/baseline/L1/conv3d.py:Conv3d;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,emu3/modeling_emu3.py:452;emu3/modeling_emu3.py:459;emu3/modeling_emu3.py:442,"Emu3 text decoder is Llama-style (composable). The Emu3VQVAE image tokenizer uses nn.BatchNorm3d (lines 452, 459) for temporal blocks; kb-nano L1 only covers BatchNorm2d — [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['batch_norm_3d']"
encodec,encodec/modeling_encodec.py,EncodecModel;EncodecPreTrainedModel,audio,encoder-decoder,composable,conv1d→tasks/baseline/L1/conv1d.py:Conv1d;embedding→tasks/baseline/L1/embedding.py:Embedding;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;pad→tasks/baseline/L1/tensor_ops.py:Pad,,encodec/modeling_encodec.py:179;encodec/modeling_encodec.py:236;encodec/modeling_encodec.py:243,"EnCodec audio codec uses nn.ConvTranspose1d (line 192 inside EncodecConvTranspose1d) and nn.LSTM (covered by tasks/baseline/L1/lstm.py:LSTM). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose1d', 'lstm']"
encoder_decoder,encoder_decoder/modeling_encoder_decoder.py,EncoderDecoderModel,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear,,encoder_decoder/modeling_encoder_decoder.py:65;encoder_decoder/modeling_encoder_decoder.py:170;encoder_decoder/modeling_encoder_decoder.py:46,Generic wrapper that delegates to two AutoModel instances (encoder + decoder). Coverage depends on the wrapped sub-models; the wrapper itself only adds a projection linear and shift_tokens_right. No new primitives.
eomt,eomt/modeling_eomt.py,EomtForUniversalSegmentation;EomtModel;EomtPreTrainedModel,segmentation,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;silu→tasks/baseline/L1/silu.py:SiLU;matmul→tasks/baseline/L1/linear.py:Matmul,,eomt/modeling_eomt.py:927;eomt/modeling_eomt.py:923;eomt/modeling_eomt.py:940,EomtScaleLayer uses nn.ConvTranspose2d (line 927) for scale upsampling in inference grid_sample appears at line 119 but only inside loss/matcher (training-only). Encoder + mask head otherwise composable. [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
eomt_dinov3,eomt_dinov3/modeling_eomt_dinov3.py,EomtDinov3ForUniversalSegmentation;EomtDinov3Model;EomtDinov3PreTrainedModel,segmentation,vision-encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul→tasks/baseline/L1/linear.py:Matmul,,eomt_dinov3/modeling_eomt_dinov3.py:1121;eomt_dinov3/modeling_eomt_dinov3.py:1117;eomt_dinov3/modeling_eomt_dinov3.py:501,DINOv3-backed eomt variant. EomtDinov3ScaleLayer uses nn.ConvTranspose2d (line 1121) in inference grid_sample at line 501 is in matcher (training-only). [auto-reclassify] All flagged ops now have kb-nano L1 wrappers added in this audit branch: ['conv_transpose2d']
ernie,ernie/modeling_ernie.py,ErnieForCausalLM;ErnieForMaskedLM;ErnieForMultipleChoice;ErnieForNextSentencePrediction;ErnieForPreTraining;ErnieForQuestionAnswering;ErnieForSequenceClassification;ErnieForTokenClassification;ErnieModel;ErniePreTrainedModel,text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;matmul→tasks/baseline/L1/linear.py:Matmul;tanh→tasks/baseline/L1/tanh.py:Tanh;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,ernie/modeling_ernie.py:1;ernie/modeling_ernie.py:200;ernie/modeling_ernie.py:600,BERT-derivative with task-type embeddings. ALL_ATTENTION_FUNCTIONS dispatcher; standard primitives.
ernie4_5,ernie4_5/modeling_ernie4_5.py,Ernie4_5ForCausalLM;Ernie4_5Model;Ernie4_5PreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding,,ernie4_5/modeling_ernie4_5.py:1;ernie4_5/modeling_ernie4_5.py:200;ernie4_5/modeling_ernie4_5.py:300,Llama-style decoder; standard RMSNorm + RoPE + GQA + SwiGLU. modular_ernie4_5.py exists.
ernie4_5_moe,ernie4_5_moe/modeling_ernie4_5_moe.py,Ernie4_5_MoeForCausalLM;Ernie4_5_MoeModel;Ernie4_5_MoePreTrainedModel,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot→tasks/baseline/L1/tensor_ops.py:OneHot,,ernie4_5_moe/modeling_ernie4_5_moe.py:1;ernie4_5_moe/modeling_ernie4_5_moe.py:200;ernie4_5_moe/modeling_ernie4_5_moe.py:400,MoE variant with topk routing + one_hot expert assignment (one_hot is L1 tasks/baseline/L1/tensor_ops.py:OneHot). modular_ernie4_5_moe.py exists.
ernie4_5_vl_moe,ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py,Ernie4_5_VLMoeForConditionalGeneration;Ernie4_5_VLMoeModel;Ernie4_5_VLMoePreTrainedModel;Ernie4_5_VLMoeTextModel,multimodal,hybrid,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul→tasks/baseline/L1/linear.py:Matmul;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot→tasks/baseline/L1/tensor_ops.py:OneHot;gelu→tasks/baseline/L1/gelu.py:GELU,,ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:1;ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:200;ernie4_5_vl_moe/modeling_ernie4_5_vl_moe.py:1100,Vision-language MoE; vision tower is ViT-style and text decoder is Llama-MoE. All primitives covered.
