hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
phi4_multimodal,modeling_phi4_multimodal.py,Phi4MultimodalAudioModel;Phi4MultimodalAudioPreTrainedModel;Phi4MultimodalForCausalLM;Phi4MultimodalModel;Phi4MultimodalPreTrainedModel;Phi4MultimodalVisionModel;Phi4MultimodalVisionPreTrainedModel,multimodal,vision+audio+text,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; gelu→tasks/baseline/L1/gelu.py:GELU; avg_pool_2d→tasks/baseline/L1/avg_pool2d.py:AvgPool2d; interpolate→tasks/baseline/L1/interpolate.py:Interpolate","multihead_attention(nn.MultiheadAttention in vision pooling head only - composable from sdpa+linear, no missing primitive)","modeling_phi4_multimodal.py:367;modeling_phi4_multimodal.py:374;modeling_phi4_multimodal.py:919",Phi-4 multimodal (vision+audio+text). F.unfold is torch builtin tensor reshape. nn.MultiheadAttention used only in pooling head (composable from sdpa+linear).
phimoe,modeling_phimoe.py,PhimoeForCausalLM;PhimoeForSequenceClassification;PhimoeModel;PhimoePreTrainedModel,text,decoder-only-MoE,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK; moe_experts→tasks/baseline/L2/mixtral_moe.py:MixtralMoE",,"modeling_phimoe.py:1;modeling_phimoe.py:1;modeling_phimoe.py:1",Phi+Mixtral-style MoE. All ops in L1.
phobert,NO_PT_MODELING,,text,encoder,not_inference_required,,,"NO_PT_MODELING",Folder contains tokenization only; PhoBERT reuses RoBERTa architecture.
pi0,modeling_pi0.py,PI0ForConditionalGeneration;PI0Model;PI0PreTrainedModel,robotics,vision-language-action-flow,composable,"linear→tasks/baseline/L1/linear.py:Linear; silu→tasks/baseline/L1/silu.py:SiLU; (delegates vlm and dit via AutoModel - typically PaliGemma-style + diffusion DiT)",,"modeling_pi0.py:38;modeling_pi0.py:104;modeling_pi0.py:222",PI0 robot VLA. Composes a VLM (PaliGemma-style) with a flow-matching DiT for actions. mse_loss is training-only. All compute lives in sub-models.
pix2struct,modeling_pix2struct.py,Pix2StructForConditionalGeneration;Pix2StructPreTrainedModel;Pix2StructTextModel;Pix2StructVisionModel,multimodal,vision-encoder+text-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; t5_layer_norm→tasks/baseline/L1/t5_layer_norm.py:T5LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache (semantic)","encoder_decoder_cache(composable from 2x kv_cache)","modeling_pix2struct.py:51;modeling_pix2struct.py:112;modeling_pix2struct.py:202",T5-derivative for visual question answering. Uses kb-nano T5LayerNorm + L2 t5_attention/t5_dense.
pixio,modeling_pixio.py,PixioBackbone;PixioEncoder;PixioModel;PixioPreTrainedModel,vision,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; interpolate→tasks/baseline/L1/interpolate.py:Interpolate",,"modeling_pixio.py:40;modeling_pixio.py:178;modeling_pixio.py:314",ViT-style vision encoder + DropPath. All ops in L1.
pixtral,modeling_pixtral.py,PixtralPreTrainedModel;PixtralVisionModel,vision,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention",,"modeling_pixtral.py:1;modeling_pixtral.py:1;modeling_pixtral.py:1",Pixtral vision encoder with 2D RoPE + RMSNorm. All ops in L1.
plbart,modeling_plbart.py,PLBartDecoder;PLBartDecoderWrapper;PLBartEncoder;PLBartForCausalLM;PLBartForConditionalGeneration;PLBartForSequenceClassification;PLBartModel;PLBartPreTrainedModel,text,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; tanh→tasks/baseline/L1/tanh.py:Tanh; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache","encoder_decoder_cache(composable from 2x kv_cache)","modeling_plbart.py:1;modeling_plbart.py:1;modeling_plbart.py:1",BART-derivative for code/text. Standard enc-dec ops.
poolformer,modeling_poolformer.py,PoolFormerForImageClassification;PoolFormerModel;PoolFormerPreTrainedModel,vision,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; group_norm→tasks/baseline/L1/group_norm.py:GroupNorm; avg_pool_2d→tasks/baseline/L1/avg_pool2d.py:AvgPool2d",,"modeling_poolformer.py:63;modeling_poolformer.py:92;modeling_poolformer.py:122",MetaFormer with AvgPool2d as token mixer (instead of attention). All ops in L1.
pop2piano,modeling_pop2piano.py,Pop2PianoForConditionalGeneration;Pop2PianoPreTrainedModel;Pop2PianoStack,audio,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; t5_layer_norm→tasks/baseline/L1/t5_layer_norm.py:T5LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache","encoder_decoder_cache(composable from 2x kv_cache)","modeling_pop2piano.py:41;modeling_pop2piano.py:139;modeling_pop2piano.py:564",T5-derivative for music transcription. Direct copies from T5; uses T5LayerNorm L1.
pp_chart2table,NO_PT_MODELING,,multimodal,encoder-decoder,not_inference_required,,,"NO_PT_MODELING",Folder contains modular wrapper only (re-uses parent VLM); no PT modeling file at this commit.
pp_doclayout_v2,modeling_pp_doclayout_v2.py,PPDocLayoutV2Decoder;PPDocLayoutV2ForObjectDetection;PPDocLayoutV2HybridEncoder;PPDocLayoutV2Model;PPDocLayoutV2PreTrainedModel,detection,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; deformable_attention→tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2; interpolate→tasks/baseline/L1/interpolate.py:Interpolate; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention",,"modeling_pp_doclayout_v2.py:570;modeling_pp_doclayout_v2.py:603;modeling_pp_doclayout_v2.py:633",RT-DETR-style document layout. Deformable attention (v1 numerics) maps to v2 with method=default. grid_sample composed inside L1.
pp_doclayout_v3,modeling_pp_doclayout_v3.py,PPDocLayoutV3Decoder;PPDocLayoutV3ForObjectDetection;PPDocLayoutV3HybridEncoder;PPDocLayoutV3Model;PPDocLayoutV3PreTrainedModel,detection,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; deformable_attention→tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2; interpolate→tasks/baseline/L1/interpolate.py:Interpolate; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention",,"modeling_pp_doclayout_v3.py:72;modeling_pp_doclayout_v3.py:135;modeling_pp_doclayout_v3.py:447",RT-DETR-derivative document layout v3. nn.Upsample composes from F.interpolate (Interpolate L1).
pp_formulanet,modeling_pp_formulanet.py,PPFormulaNetForConditionalGeneration;PPFormulaNetModel;PPFormulaNetPreTrainedModel;PPFormulaNetVisionModel,multimodal,vision-encoder+text-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache; interpolate→tasks/baseline/L1/interpolate.py:Interpolate","encoder_decoder_cache(composable from 2x kv_cache)","modeling_pp_formulanet.py:93;modeling_pp_formulanet.py:266;modeling_pp_formulanet.py:431",Vision-encoder + text decoder for formula recognition. einsum is torch builtin.
pp_lcnet,modeling_pp_lcnet.py,PPLCNetBackbone;PPLCNetEncoder;PPLCNetForImageClassification;PPLCNetPreTrainedModel,vision,encoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; relu→tasks/baseline/L1/relu.py:ReLU","adaptive_avg_pool_2d(nn.AdaptiveAvgPool2d in SE module; no L1 kernel - same convention as mobilenetv4); hardsigmoid(nn.Hardsigmoid; no L1 kernel - new_canonical_name_needed)","modeling_pp_lcnet.py:120;modeling_pp_lcnet.py:125;modeling_pp_lcnet.py:174",PaddlePaddle's lightweight CNN. SE module uses AdaptiveAvgPool2d + Hardsigmoid; both via torch.nn fallback.
pp_lcnet_v3,modeling_pp_lcnet_v3.py,PPLCNetV3Backbone;PPLCNetV3Encoder;PPLCNetV3PreTrainedModel,vision,encoder,partial,"conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; relu→tasks/baseline/L1/relu.py:ReLU","adaptive_avg_pool_2d(nn.AdaptiveAvgPool2d in SE module); hardsigmoid(nn.Hardsigmoid; new_canonical_name_needed)","modeling_pp_lcnet_v3.py:1;modeling_pp_lcnet_v3.py:1;modeling_pp_lcnet_v3.py:1",PP-LCNet v3 backbone; same primitive set as v1.
pp_ocrv5_mobile_det,modeling_pp_ocrv5_mobile_det.py,PPOCRV5MobileDetForObjectDetection;PPOCRV5MobileDetModel;PPOCRV5MobileDetPreTrainedModel,detection,segmentation-detection,partial,"conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; sigmoid→tasks/baseline/L1/sigmoid.py:Sigmoid; interpolate→tasks/baseline/L1/interpolate.py:Interpolate","conv_transpose2d(nn.ConvTranspose2d in detection head; no L1 kernel - same convention as data2vec_vision pilot - partial); adaptive_avg_pool_2d(in backbone SE)","modeling_pp_ocrv5_mobile_det.py:182;modeling_pp_ocrv5_mobile_det.py:237;modeling_pp_ocrv5_mobile_det.py:1",DBNet-style text-detection head with ConvTranspose2d upsampling; uses pp_lcnet-like backbone with AdaptiveAvgPool2d.
pp_ocrv5_mobile_rec,modeling_pp_ocrv5_mobile_rec.py,PPOCRV5MobileRecEncoderWithSVTR;PPOCRV5MobileRecForTextRecognition;PPOCRV5MobileRecPreTrainedModel,vision,recognition,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; avg_pool_2d→tasks/baseline/L1/avg_pool2d.py:AvgPool2d",,"modeling_pp_ocrv5_mobile_rec.py:1;modeling_pp_ocrv5_mobile_rec.py:1;modeling_pp_ocrv5_mobile_rec.py:1",SVTR-style mobile text recognition; standard CNN+transformer ops in L1.
pp_ocrv5_server_det,modeling_pp_ocrv5_server_det.py,PPOCRV5ServerDetForObjectDetection;PPOCRV5ServerDetModel;PPOCRV5ServerDetPreTrainedModel,detection,segmentation-detection,partial,"conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; sigmoid→tasks/baseline/L1/sigmoid.py:Sigmoid; interpolate→tasks/baseline/L1/interpolate.py:Interpolate","conv_transpose2d(nn.ConvTranspose2d in detection head; no L1 kernel - partial)","modeling_pp_ocrv5_server_det.py:252;modeling_pp_ocrv5_server_det.py:307;modeling_pp_ocrv5_server_det.py:1",Server-grade DBNet text-detection head with ConvTranspose2d upsampling. nn.Upsample composes via Interpolate.
pp_ocrv5_server_rec,modeling_pp_ocrv5_server_rec.py,PPOCRV5ServerRecEncoderWithSVTR;PPOCRV5ServerRecForTextRecognition;PPOCRV5ServerRecPreTrainedModel,vision,recognition,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; avg_pool_2d→tasks/baseline/L1/avg_pool2d.py:AvgPool2d",,"modeling_pp_ocrv5_server_rec.py:1;modeling_pp_ocrv5_server_rec.py:1;modeling_pp_ocrv5_server_rec.py:1",Server-grade SVTR text recognition; same primitive set as mobile.
prompt_depth_anything,modeling_prompt_depth_anything.py,PromptDepthAnythingForDepthEstimation;PromptDepthAnythingPreTrainedModel,vision,depth-estimation,partial,"conv2d→tasks/baseline/L1/conv2d.py:Conv2d; relu→tasks/baseline/L1/relu.py:ReLU; sigmoid→tasks/baseline/L1/sigmoid.py:Sigmoid; interpolate→tasks/baseline/L1/interpolate.py:Interpolate","conv_transpose2d(nn.ConvTranspose2d in PromptDepthAnythingReassembleLayer for upsampling; no L1 kernel - partial)","modeling_prompt_depth_anything.py:191;modeling_prompt_depth_anything.py:257;modeling_prompt_depth_anything.py:374",DPT-style depth head atop a ViT backbone. ConvTranspose2d in reassemble layer is load-bearing for upsampling.
prophetnet,modeling_prophetnet.py,ProphetNetDecoder;ProphetNetDecoderWrapper;ProphetNetEncoder;ProphetNetForCausalLM;ProphetNetForConditionalGeneration;ProphetNetModel;ProphetNetPreTrainedModel,text,encoder-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache","encoder_decoder_cache(composable from 2x kv_cache); n-gram self-attn extension is wiring not a kernel","modeling_prophetnet.py:1;modeling_prophetnet.py:1;modeling_prophetnet.py:1",Microsoft ProphetNet (n-gram future prediction). einsum and stack are torch builtins; no missing primitive.
pvt,modeling_pvt.py,PvtForImageClassification;PvtModel;PvtPreTrainedModel,vision,encoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; interpolate→tasks/baseline/L1/interpolate.py:Interpolate",,"modeling_pvt.py:1;modeling_pvt.py:1;modeling_pvt.py:1",Pyramid Vision Transformer; spatial-reduction attention via conv2d. All ops in L1.
pvt_v2,modeling_pvt_v2.py,PvtV2ForImageClassification;PvtV2Model;PvtV2PreTrainedModel,vision,encoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; gelu→tasks/baseline/L1/gelu.py:GELU; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; relu→tasks/baseline/L1/relu.py:ReLU","adaptive_avg_pool_2d(F.adaptive_avg_pool2d for spatial reduction; no L1 kernel - partial via torch.nn convention)","modeling_pvt_v2.py:1;modeling_pvt_v2.py:1;modeling_pvt_v2.py:1",PVT v2 introduces adaptive avg pool for spatial reduction in attention; uses torch fallback.
qianfan_ocr,modeling_qianfan_ocr.py,QianfanOCRForConditionalGeneration;QianfanOCRModel;QianfanOCRPreTrainedModel;QianfanOCRVisionModel,multimodal,vision-encoder+text-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv2d→tasks/baseline/L1/conv2d.py:Conv2d; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; interpolate→tasks/baseline/L1/interpolate.py:Interpolate",,"modeling_qianfan_ocr.py:75;modeling_qianfan_ocr.py:121;modeling_qianfan_ocr.py:430",ViT-style vision encoder + text decoder for OCR. All primitives in L1.
qwen2,modeling_qwen2.py,Qwen2ForCausalLM;Qwen2ForQuestionAnswering;Qwen2ForSequenceClassification;Qwen2ForTokenClassification;Qwen2Model;Qwen2PreTrainedModel,text,decoder-only,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache",,"modeling_qwen2.py:35;modeling_qwen2.py:187;modeling_qwen2.py:248",Llama-style decoder w/ optional sliding window; structurally a near-clone of Llama. Modular DSL exists.
qwen2_5_omni,modeling_qwen2_5_omni.py,Qwen2_5OmniAudioEncoder;Qwen2_5OmniForConditionalGeneration;Qwen2_5OmniPreTrainedModel;Qwen2_5OmniThinkerForConditionalGeneration;Qwen2_5OmniThinkerTextModel;Qwen2_5OmniTalkerForConditionalGeneration;Qwen2_5OmniTalkerModel;Qwen2_5OmniToken2WavBigVGANModel;Qwen2_5OmniToken2WavDiTModel;Qwen2_5OmniToken2WavModel;Qwen2_5OmniVisionEncoder,multimodal,omni-modal,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; conv3d→tasks/baseline/L1/conv3d.py:Conv3d; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; gelu→tasks/baseline/L1/gelu.py:GELU; silu→tasks/baseline/L1/silu.py:SiLU; avg_pool_1d→passthrough(F.avg_pool1d torch builtin)","conv_transpose1d(nn.ConvTranspose1d in BigVGAN audio decoder/Token2Wav; no L1 kernel - partial via torch.nn convention)","modeling_qwen2_5_omni.py:3298;modeling_qwen2_5_omni.py:3322;modeling_qwen2_5_omni.py:1",Omni-modal Qwen 2.5 (text+audio+vision+talker). BigVGAN audio decoder uses ConvTranspose1d.
qwen2_5_vl,modeling_qwen2_5_vl.py,Qwen2_5_VLForConditionalGeneration;Qwen2_5_VLModel;Qwen2_5_VLPreTrainedModel;Qwen2_5_VLTextModel;Qwen2_5_VisionTransformerPretrainedModel,multimodal,vision-encoder+text-decoder,kb_nano_l4,"linear→tasks/baseline/L1/linear.py:Linear; conv3d→tasks/baseline/L1/conv3d.py:Conv3d; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb_mrope→tasks/baseline/L1/mrope.py:MRotaryEmbedding; rotary_pos_emb_vision→tasks/baseline/L1/vision_rotary_emb.py:VisionRotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; gelu→tasks/baseline/L1/gelu.py:GELU",,"modeling_qwen2_5_vl.py:1;modeling_qwen2_5_vl.py:1;modeling_qwen2_5_vl.py:1",Qwen 2.5 VL with M-RoPE + 3D-patch vision. tasks/baseline/L4/qwen25_vl_encoder.py provides L4 vision encoder; qwen2_vl.py is the canonical full L4. All primitives in L1.
qwen2_audio,modeling_qwen2_audio.py,Qwen2AudioEncoder;Qwen2AudioForConditionalGeneration;Qwen2AudioPreTrainedModel,audio,audio-encoder+text-decoder,composable,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; embedding→tasks/baseline/L1/embedding.py:Embedding; layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; gelu→tasks/baseline/L1/gelu.py:GELU; avg_pool_1d→passthrough(F.avg_pool1d torch builtin)",,"modeling_qwen2_audio.py:101;modeling_qwen2_audio.py:265;modeling_qwen2_audio.py:400",Whisper-like audio encoder + Qwen2 text decoder (delegated). Standard primitives.
qwen2_moe,modeling_qwen2_moe.py,Qwen2MoeForCausalLM;Qwen2MoeForQuestionAnswering;Qwen2MoeForSequenceClassification;Qwen2MoeForTokenClassification;Qwen2MoeModel;Qwen2MoePreTrainedModel,text,decoder-only-MoE,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK; moe_experts→tasks/baseline/L2/mixtral_moe.py:MixtralMoE",,"modeling_qwen2_moe.py:1;modeling_qwen2_moe.py:1;modeling_qwen2_moe.py:1",Qwen2 + Mixtral-style MoE. All ops in L1.
qwen3,modeling_qwen3.py,Qwen3ForCausalLM;Qwen3ForQuestionAnswering;Qwen3ForSequenceClassification;Qwen3ForTokenClassification;Qwen3Model;Qwen3PreTrainedModel,text,decoder-only,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache",,"modeling_qwen3.py:222;modeling_qwen3.py:248;modeling_qwen3.py:294",Qwen3 adds q_norm/k_norm RMSNorm on head_dim and sliding window; otherwise Llama-shape. All primitives in L1.
qwen3_5,modeling_qwen3_5.py,Qwen3_5ForCausalLM;Qwen3_5ForConditionalGeneration;Qwen3_5ForSequenceClassification;Qwen3_5Model;Qwen3_5PreTrainedModel;Qwen3_5TextModel;Qwen3_5VisionModel,multimodal,hybrid-vision-decoder,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; conv3d→tasks/baseline/L1/conv3d.py:Conv3d; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; gelu→tasks/baseline/L1/gelu.py:GELU; silu→tasks/baseline/L1/silu.py:SiLU","chunk_gated_delta_rule(no L1 wrapper for FLA gated_delta_rule; kb-nano covers GLA/retention/RWKV7 but not gated_delta_rule); causal_conv1d(via vLLM mamba pattern)","modeling_qwen3_5.py:61;modeling_qwen3_5.py:358;modeling_qwen3_5.py:631",Qwen3.5 hybrid GatedDeltaNet+attention with vision tower. Same gap as olmo_hybrid: chunk_gated_delta_rule is missing as a kb-nano L1.
qwen3_5_moe,modeling_qwen3_5_moe.py,Qwen3_5MoeForCausalLM;Qwen3_5MoeForConditionalGeneration;Qwen3_5MoeModel;Qwen3_5MoePreTrainedModel;Qwen3_5MoeTextModel;Qwen3_5MoeVisionModel,multimodal,hybrid-vision-decoder-MoE,partial,"linear→tasks/baseline/L1/linear.py:Linear; conv1d→tasks/baseline/L1/conv1d.py:Conv1d; conv3d→tasks/baseline/L1/conv3d.py:Conv3d; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK; moe_experts→tasks/baseline/L2/mixtral_moe.py:MixtralMoE","chunk_gated_delta_rule(no L1 wrapper for FLA gated_delta_rule); causal_conv1d(via vLLM mamba pattern)","modeling_qwen3_5_moe.py:62;modeling_qwen3_5_moe.py:359;modeling_qwen3_5_moe.py:632",Qwen3.5 MoE variant. Same gap as qwen3_5: chunk_gated_delta_rule missing.
qwen3_moe,modeling_qwen3_moe.py,Qwen3MoeForCausalLM;Qwen3MoeForQuestionAnswering;Qwen3MoeForSequenceClassification;Qwen3MoeForTokenClassification;Qwen3MoeModel;Qwen3MoePreTrainedModel,text,decoder-only-MoE,composable,"linear→tasks/baseline/L1/linear.py:Linear; embedding→tasks/baseline/L1/embedding.py:Embedding; rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm; rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding; sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention; kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache; moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK; moe_experts→tasks/baseline/L2/qwen3_moe.py",,"modeling_qwen3_moe.py:1;modeling_qwen3_moe.py:1;modeling_qwen3_moe.py:1",Qwen3 + Mixtral-style MoE. kb-nano has L2/qwen3_moe.py and L3/qwen3_moe_decoder.py.
