hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
chameleon,chameleon/modeling_chameleon.py,ChameleonForConditionalGeneration;ChameleonModel;ChameleonPreTrainedModel;ChameleonVQVAE,multimodal,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,chameleon/modeling_chameleon.py:195;chameleon/modeling_chameleon.py:950;chameleon/modeling_chameleon.py:330,Meta Chameleon: Llama-style decoder over interleaved text+image tokens (image tokens come from VQ-VAE). All compute primitives standard.
chinese_clip,chinese_clip/modeling_chinese_clip.py,ChineseCLIPModel;ChineseCLIPPreTrainedModel;ChineseCLIPTextModel;ChineseCLIPVisionModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;quick_gelu->tasks/baseline/L1/quickgelu.py:QuickGELU,,chinese_clip/modeling_chinese_clip.py:255;chinese_clip/modeling_chinese_clip.py:81;chinese_clip/modeling_chinese_clip.py:146,CLIP variant for Chinese (BERT text tower + ViT vision tower). Standard CLIP primitives.
chmv2,chmv2/modeling_chmv2.py,CHMv2ForDepthEstimation;CHMv2PreTrainedModel,vision,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;dropout->tasks/baseline/L1/dropout.py:Dropout,conv_transpose2d (nn.ConvTranspose2d for upsampling resize block; no L1 kernel),chmv2/modeling_chmv2.py:50;chmv2/modeling_chmv2.py:372;chmv2/modeling_chmv2.py:88,CHMv2 (Computational Histopathology Model v2). Uses nn.ConvTranspose2d at line 50 in resize block — partial via torch.nn fallback per kb-nano convention. modular_chmv2.py exists.
clap,clap/modeling_clap.py,ClapAudioModel;ClapAudioModelWithProjection;ClapModel;ClapPreTrainedModel;ClapTextModel;ClapTextModelWithProjection,audio,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d,"adaptive_avg_pool_2d (audio Swin-tower head pool, line 228);adaptive_avg_pool_1d (audio model pooler, line 775)",clap/modeling_clap.py:228;clap/modeling_clap.py:775;clap/modeling_clap.py:368,CLAP audio-language model (RoBERTa text tower + Swin-style audio tower). Audio head uses nn.AdaptiveAvgPool2d (228) and nn.AdaptiveAvgPool1d (775) — both partial via torch.nn fallback.
clip,clip/modeling_clip.py,CLIPForImageClassification;CLIPModel;CLIPPreTrainedModel;CLIPTextModel;CLIPTextModelWithProjection;CLIPVisionModel;CLIPVisionModelWithProjection,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;quick_gelu->tasks/baseline/L1/quickgelu.py:QuickGELU,,clip/modeling_clip.py:295;clip/modeling_clip.py:158;clip/modeling_clip.py:148,OpenAI CLIP. kb-nano has L4 clip_text_model.py (text-only) but not full CLIP L4; covered as composable. L2 clip_attention.py + clip_mlp.py + L3 clip_encoder_layer.py all exist.
clipseg,clipseg/modeling_clipseg.py,CLIPSegDecoder;CLIPSegForImageSegmentation;CLIPSegModel;CLIPSegPreTrainedModel;CLIPSegTextModel;CLIPSegVisionModel,segmentation,other,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;quick_gelu->tasks/baseline/L1/quickgelu.py:QuickGELU,conv_transpose2d (CLIPSegDecoder upsampling; no L1 kernel),clipseg/modeling_clipseg.py:522;clipseg/modeling_clipseg.py:529;clipseg/modeling_clipseg.py:534,"CLIPSeg = CLIP + segmentation decoder. Decoder uses 3x nn.ConvTranspose2d (522,529,534) for upsampling — partial via torch.nn fallback per kb-nano convention. CLIP backbone composable."
clvp,clvp/modeling_clvp.py,ClvpDecoder;ClvpEncoder;ClvpForCausalLM;ClvpModel;ClvpModelForConditionalGeneration;ClvpPreTrainedModel,audio,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;gelu->tasks/baseline/L1/gelu.py:GELU,,clvp/modeling_clvp.py:296;clvp/modeling_clvp.py:965;clvp/modeling_clvp.py:101,CLVP voice-prompt model (text encoder + autoregressive speech decoder). Standard primitives.
code_llama,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer-only (CodeLlama tokenization); reuses Llama architecture.
codegen,codegen/modeling_codegen.py,CodeGenForCausalLM;CodeGenModel;CodeGenPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU,,codegen/modeling_codegen.py:85;codegen/modeling_codegen.py:341;codegen/modeling_codegen.py:178,CodeGen GPT-J style decoder. Standard primitives.
cohere,cohere/modeling_cohere.py,CohereForCausalLM;CohereModel;CoherePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;silu->tasks/baseline/L1/silu.py:SiLU,,cohere/modeling_cohere.py:140;cohere/modeling_cohere.py:418;cohere/modeling_cohere.py:283,"Cohere Command-R decoder; LayerNorm (not RMSNorm), rotary, GQA. Standard primitives."
cohere2,cohere2/modeling_cohere2.py,Cohere2ForCausalLM;Cohere2Model;Cohere2PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;silu->tasks/baseline/L1/silu.py:SiLU,,cohere2/modeling_cohere2.py:214;cohere2/modeling_cohere2.py:392;cohere2/modeling_cohere2.py:193,Cohere2 (Command-R+) decoder; Sliding-window + global attention layers (mask-construction). modular_cohere2.py exists.
cohere2_vision,cohere2_vision/modeling_cohere2_vision.py,Cohere2VisionForConditionalGeneration;Cohere2VisionModel;Cohere2VisionPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,cohere2_vision/modeling_cohere2_vision.py:42,Aya-Vision-style VLM (vision tower + Cohere2 text). Standard primitives. modular_cohere2_vision.py exists.
cohere_asr,cohere_asr/modeling_cohere_asr.py,CohereAsrDecoder;CohereAsrForConditionalGeneration;CohereAsrModel;CohereAsrPreTrainedModel,audio,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,cohere_asr/modeling_cohere_asr.py:51;cohere_asr/modeling_cohere_asr.py:379;cohere_asr/modeling_cohere_asr.py:336,Cohere ASR (Whisper-style audio encoder + Cohere text decoder). Standard primitives. modular_cohere_asr.py exists.
colmodernvbert,colmodernvbert/modeling_colmodernvbert.py,ColModernVBertForRetrieval;ColModernVBertPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d,,colmodernvbert/modeling_colmodernvbert.py:116,ColModernVBert (ColBERT-style late-interaction over modern-BERT VLM). Wraps an underlying VLM; standard primitives. modular_colmodernvbert.py exists.
colpali,colpali/modeling_colpali.py,ColPaliForRetrieval;ColPaliPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d,,colpali/modeling_colpali.py:115,ColPali (PaliGemma late-interaction retriever). Wraps PaliGemma (SigLIP vision + Gemma text). Standard primitives. modular_colpali.py exists.
colqwen2,colqwen2/modeling_colqwen2.py,ColQwen2ForRetrieval;ColQwen2PreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb_mrope->tasks/baseline/L1/mrope.py:MRotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;conv3d->tasks/baseline/L1/conv3d.py:Conv3d,,colqwen2/modeling_colqwen2.py:118,ColQwen2 (Qwen2-VL late-interaction retriever). Wraps Qwen2-VL (existing kb-nano L4 qwen2_vl). modular_colqwen2.py exists.
conditional_detr,conditional_detr/modeling_conditional_detr.py,ConditionalDetrDecoder;ConditionalDetrEncoder;ConditionalDetrForObjectDetection;ConditionalDetrForSegmentation;ConditionalDetrModel;ConditionalDetrPreTrainedModel,detection,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;frozen_batch_norm->tasks/baseline/L1/frozen_batch_norm2d.py:FrozenBatchNorm2d;gelu->tasks/baseline/L1/gelu.py:GELU;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,conditional_detr/modeling_conditional_detr.py:435;conditional_detr/modeling_conditional_detr.py:359;conditional_detr/modeling_conditional_detr.py:878,Conditional DETR (DETR variant with conditional cross-attention). Backbone (ResNet) + transformer encoder/decoder all standard primitives.
convbert,convbert/modeling_convbert.py,ConvBertForMaskedLM;ConvBertForMultipleChoice;ConvBertForQuestionAnswering;ConvBertForSequenceClassification;ConvBertForTokenClassification;ConvBertModel;ConvBertPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;dropout->tasks/baseline/L1/dropout.py:Dropout,,convbert/modeling_convbert.py:159;convbert/modeling_convbert.py:56;convbert/modeling_convbert.py:114,ConvBERT (BERT + span-based dynamic convolution attention). Conv1d with groups (depthwise) covered by L1 conv1d.py. All ops standard.
convnext,convnext/modeling_convnext.py,ConvNextBackbone;ConvNextEncoder;ConvNextForImageClassification;ConvNextModel;ConvNextPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,,convnext/modeling_convnext.py:138;convnext/modeling_convnext.py:103;convnext/modeling_convnext.py:266,ConvNeXt CNN vision encoder. Uses LayerNorm (channels-last) + GELU + DepthConv2d. Pooling at the head is a mean over spatial dims (no AdaptiveAvgPool); composable.
convnextv2,convnextv2/modeling_convnextv2.py,ConvNextV2Backbone;ConvNextV2Encoder;ConvNextV2ForImageClassification;ConvNextV2Model;ConvNextV2PreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU,,convnextv2/modeling_convnextv2.py:159;convnextv2/modeling_convnextv2.py:122;convnextv2/modeling_convnextv2.py:288,ConvNeXtV2 with GRN (Global Response Normalization). Same primitive set as ConvNeXt; GRN is composable from norm + scale (torch builtins).
cpm,,,none,other,not_inference_required,,,,Folder has no PyTorch modeling file — tokenizer-only (CPM); reuses GPT-2 / XLNet architectures.
cpmant,cpmant/modeling_cpmant.py,CpmAntForCausalLM;CpmAntModel;CpmAntPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu->tasks/baseline/L1/gelu.py:GELU,,cpmant/modeling_cpmant.py:69;cpmant/modeling_cpmant.py:626;cpmant/modeling_cpmant.py:476,CPM-Ant Chinese decoder. Standard decoder primitives.
csm,csm/modeling_csm.py,CsmBackboneModel;CsmDepthDecoderForCausalLM;CsmDepthDecoderModel;CsmForConditionalGeneration;CsmPreTrainedModel,audio,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,csm/modeling_csm.py:191;csm/modeling_csm.py:467;csm/modeling_csm.py:314,Sesame CSM (Conversational Speech Model) — Llama-like backbone + audio head decoder over Mimi codec. Standard decoder primitives. modular_csm.py exists.
ctrl,ctrl/modeling_ctrl.py,CTRLForSequenceClassification;CTRLLMHeadModel;CTRLModel;CTRLPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache,,ctrl/modeling_ctrl.py:88;ctrl/modeling_ctrl.py:285;ctrl/modeling_ctrl.py:203,CTRL conditional language model (GPT-2 style). Standard decoder primitives.
cvt,cvt/modeling_cvt.py,CvtForImageClassification;CvtModel;CvtPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;gelu->tasks/baseline/L1/gelu.py:GELU,,cvt/modeling_cvt.py:202;cvt/modeling_cvt.py:108;cvt/modeling_cvt.py:109,CvT (Convolutional vision Transformer): patch embedding + conv-projected attention. Standard primitives.
cwm,cwm/modeling_cwm.py,CwmForCausalLM;CwmModel;CwmPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU,,cwm/modeling_cwm.py:194;cwm/modeling_cwm.py:384;cwm/modeling_cwm.py:216,Code World Model (Llama-like decoder). Standard primitives. modular_cwm.py exists.
d_fine,d_fine/modeling_d_fine.py,DFineDecoder;DFineForObjectDetection;DFineHybridEncoder;DFineModel;DFinePreTrainedModel,detection,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;deformable_attention->tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2;interpolate->tasks/baseline/L1/interpolate.py:Interpolate,,d_fine/modeling_d_fine.py:150;d_fine/modeling_d_fine.py:185;d_fine/modeling_d_fine.py:251,D-FINE detection model (RT-DETR-v2 variant with fine-grained location refinement). multi_scale_deformable_attention_v2 helper at line 150 → kb-nano L1 MultiScaleDeformableAttentionV2 maps directly. grid_sample (line 185) is composed inside the L1 kernel.
dab_detr,dab_detr/modeling_dab_detr.py,DabDetrDecoder;DabDetrEncoder;DabDetrForObjectDetection;DabDetrModel;DabDetrPreTrainedModel,detection,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;frozen_batch_norm->tasks/baseline/L1/frozen_batch_norm2d.py:FrozenBatchNorm2d;gelu->tasks/baseline/L1/gelu.py:GELU,,dab_detr/modeling_dab_detr.py:375;dab_detr/modeling_dab_detr.py:1173;dab_detr/modeling_dab_detr.py:1183,DAB-DETR (DETR with anchor-based dynamic queries). ResNet backbone + DETR transformer; standard primitives.
dac,dac/modeling_dac.py,DacModel,audio,other,partial,linear->tasks/baseline/L1/linear.py:Linear;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm,conv_transpose1d (nn.ConvTranspose1d in DAC decoder upsampling block; UNSUPPORTED on origin/experiments per canonical map; partial via torch.nn fallback per kb-nano convention),dac/modeling_dac.py:243;dac/modeling_dac.py:488;dac/modeling_dac.py:120,Descript Audio Codec (DAC). Encoder is conv1d-based (composable); decoder uses nn.ConvTranspose1d at line 243 — partial. (Canonical map flags conv_transpose1d as UNSUPPORTED on origin/experiments; treated as partial via torch.nn fallback per pilot convention #3.)
dbrx,dbrx/modeling_dbrx.py,DbrxForCausalLM;DbrxModel;DbrxPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm->tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm,,dbrx/modeling_dbrx.py:205;dbrx/modeling_dbrx.py:519;dbrx/modeling_dbrx.py:239,"Databricks DBRX MoE decoder (16 experts, top-4). Same MoE primitives as Mixtral; covered."
deberta,deberta/modeling_deberta.py,DebertaForMaskedLM;DebertaForQuestionAnswering;DebertaForSequenceClassification;DebertaForTokenClassification;DebertaModel;DebertaPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;dropout->tasks/baseline/L1/dropout.py:Dropout;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul;softmax->tasks/baseline/L1/softmax.py:Softmax,,deberta/modeling_deberta.py:149;deberta/modeling_deberta.py:61;deberta/modeling_deberta.py:354,DeBERTa encoder with custom DisentangledSelfAttention class (line 149) — uses torch.matmul + softmax + extra relative-position matmul. Does NOT use ALL_ATTENTION_FUNCTIONS dispatcher; uses raw matmul+softmax (covered by L1 linear:Matmul + L1 softmax). All ops composable.
deberta_v2,deberta_v2/modeling_deberta_v2.py,DebertaV2ForMaskedLM;DebertaV2ForMultipleChoice;DebertaV2ForQuestionAnswering;DebertaV2ForSequenceClassification;DebertaV2ForTokenClassification;DebertaV2Model;DebertaV2PreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;dropout->tasks/baseline/L1/dropout.py:Dropout;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul;softmax->tasks/baseline/L1/softmax.py:Softmax,,deberta_v2/modeling_deberta_v2.py:45;deberta_v2/modeling_deberta_v2.py:493;deberta_v2/modeling_deberta_v2.py:455,DeBERTa-V2 (improved disentangled attention). Same primitives; composable.
decision_transformer,decision_transformer/modeling_decision_transformer.py,DecisionTransformerGPT2Model;DecisionTransformerGPT2PreTrainedModel;DecisionTransformerModel;DecisionTransformerPreTrainedModel,other,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh->tasks/baseline/L1/tanh.py:Tanh,,decision_transformer/modeling_decision_transformer.py:519;decision_transformer/modeling_decision_transformer.py:397;decision_transformer/modeling_decision_transformer.py:350,Decision Transformer (GPT-2 style decoder for offline RL trajectories). Standard primitives.
deepseek_v2,deepseek_v2/modeling_deepseek_v2.py,DeepseekV2ForCausalLM;DeepseekV2ForSequenceClassification;DeepseekV2Model;DeepseekV2PreTrainedModel,text,decoder-only,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb_yarn->tasks/baseline/L1/yarn_rotary_emb.py:YaRNRotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm->tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm,,deepseek_v2/modeling_deepseek_v2.py:90;deepseek_v2/modeling_deepseek_v2.py:505;deepseek_v2/modeling_deepseek_v2.py:363,DeepSeek-V2 MLA + MoE decoder. kb-nano has L4 deepseek.py + L2 deepseek_mla_attention.py / deepseek_moe.py.
deepseek_v3,deepseek_v3/modeling_deepseek_v3.py,DeepseekV3ForCausalLM;DeepseekV3ForSequenceClassification;DeepseekV3ForTokenClassification;DeepseekV3Model;DeepseekV3PreTrainedModel,text,decoder-only,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb_yarn->tasks/baseline/L1/yarn_rotary_emb.py:YaRNRotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm->tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm;sigmoid_topk->tasks/baseline/L1/sigmoid_topk.py:SigmoidTopK,,deepseek_v3/modeling_deepseek_v3.py:129;deepseek_v3/modeling_deepseek_v3.py:598;deepseek_v3/modeling_deepseek_v3.py:278,DeepSeek-V3 (sigmoid routing + MLA + MoE). Same kb-nano L4 deepseek.py covers V3 family. modular_deepseek_v3.py exists.
deepseek_v4,deepseek_v4/modeling_deepseek_v4.py,DeepseekV4ForCausalLM;DeepseekV4Model;DeepseekV4PreTrainedModel,text,decoder-only,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb_yarn->tasks/baseline/L1/yarn_rotary_emb.py:YaRNRotaryEmbedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding->tasks/baseline/L1/embedding.py:Embedding;silu->tasks/baseline/L1/silu.py:SiLU;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;moe_grouped_gemm->tasks/baseline/L1/moe_grouped_gemm.py:MoeGroupedGemm;sigmoid_topk->tasks/baseline/L1/sigmoid_topk.py:SigmoidTopK,,deepseek_v4/modeling_deepseek_v4.py:388;deepseek_v4/modeling_deepseek_v4.py:1205;deepseek_v4/modeling_deepseek_v4.py:760,DeepSeek-V4 (V3 + sparse-attention indexer). kb-nano L1 sparse_attn_indexer.py + indexer_k_cache.py + fp8_mqa_logits.py exist for the indexer; same L4 deepseek.py family. modular_deepseek_v4.py exists.
