hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
focalnet,focalnet/modeling_focalnet.py,FocalNetBackbone;FocalNetForImageClassification;FocalNetForMaskedImageModeling;FocalNetModel;FocalNetPreTrainedModel,vision,vision-encoder,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;gelu->tasks/baseline/L1/gelu.py:GELU;pad->tasks/baseline/L1/tensor_ops.py:Pad,adaptive_avg_pool_1d (classifier head pooling; no L1 kernel),focalnet/modeling_focalnet.py:615;focalnet/modeling_focalnet.py:1;focalnet/modeling_focalnet.py:300,FocalNet — focal modulation vision encoder. Pooler uses nn.AdaptiveAvgPool1d (line 615) — partial per kb-nano convention. Otherwise composable.
fsmt,fsmt/modeling_fsmt.py,FSMTForConditionalGeneration;FSMTModel;PretrainedFSMTModel,text,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;embedding->tasks/baseline/L1/embedding.py:Embedding;matmul->tasks/baseline/L1/linear.py:Matmul;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache,,fsmt/modeling_fsmt.py:1;fsmt/modeling_fsmt.py:200;fsmt/modeling_fsmt.py:600,FSMT — BART-like translation model. EncoderDecoderCache composable from 2x KV cache per pilot. ALL_ATTENTION_FUNCTIONS dispatcher.
funnel,funnel/modeling_funnel.py,FunnelBaseModel;FunnelForMaskedLM;FunnelForMultipleChoice;FunnelForPreTraining;FunnelForQuestionAnswering;FunnelForSequenceClassification;FunnelForTokenClassification;FunnelModel;FunnelPreTrainedModel,text,encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;avg_pool_2d->tasks/baseline/L1/avg_pool2d.py:AvgPool2d;max_pool_2d->tasks/baseline/L1/max_pool2d.py:MaxPool2d;matmul->tasks/baseline/L1/linear.py:Matmul;tanh->tasks/baseline/L1/tanh.py:Tanh;pad->tasks/baseline/L1/tensor_ops.py:Pad,,funnel/modeling_funnel.py:271;funnel/modeling_funnel.py:273;funnel/modeling_funnel.py:1,"Funnel encoder uses F.avg_pool2d / F.max_pool2d (lines 271, 273) on sequence-shape tensors — both L1 covered. einsum is torch builtin."
fuyu,fuyu/modeling_fuyu.py,FuyuForCausalLM;FuyuModel;FuyuPreTrainedModel,multimodal,other,composable,linear->tasks/baseline/L1/linear.py:Linear,,fuyu/modeling_fuyu.py:51;fuyu/modeling_fuyu.py:57;fuyu/modeling_fuyu.py:1,Fuyu VLM is a thin wrapper: language_model is an AutoModel + a single nn.Linear vision_embed_tokens projector. No new compute primitives.
gemma,gemma/modeling_gemma.py,GemmaForCausalLM;GemmaForSequenceClassification;GemmaForTokenClassification;GemmaModel;GemmaPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;gelu->tasks/baseline/L1/gelu.py:GELU,,gemma/modeling_gemma.py:1;gemma/modeling_gemma.py:100;gemma/modeling_gemma.py:300,Gemma 1 decoder. ALL_ATTENTION_FUNCTIONS dispatcher; modular_gemma.py exists.
gemma2,gemma2/modeling_gemma2.py,Gemma2ForCausalLM;Gemma2ForSequenceClassification;Gemma2ForTokenClassification;Gemma2Model;Gemma2PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh,,gemma2/modeling_gemma2.py:1;gemma2/modeling_gemma2.py:100;gemma2/modeling_gemma2.py:300,Gemma2 decoder with logit soft-capping via tanh; sliding-window attention per layer (mask-only). modular_gemma2.py exists.
gemma3,gemma3/modeling_gemma3.py,Gemma3ForCausalLM;Gemma3ForConditionalGeneration;Gemma3ForSequenceClassification;Gemma3Model;Gemma3PreTrainedModel;Gemma3TextModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;avg_pool_2d->tasks/baseline/L1/avg_pool2d.py:AvgPool2d;pad->tasks/baseline/L1/tensor_ops.py:Pad,,gemma3/modeling_gemma3.py:1;gemma3/modeling_gemma3.py:200;gemma3/modeling_gemma3.py:500,Gemma3 with text decoder + SigLIP vision tower (composable). avg_pool_2d for vision tokenization is L1.
gemma3n,gemma3n/modeling_gemma3n.py,Gemma3nAudioEncoder;Gemma3nForCausalLM;Gemma3nForConditionalGeneration;Gemma3nModel;Gemma3nPreTrainedModel;Gemma3nTextModel;Gemma3nVisionModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;matmul->tasks/baseline/L1/linear.py:Matmul;silu->tasks/baseline/L1/silu.py:SiLU;relu->tasks/baseline/L1/relu.py:ReLU;tanh->tasks/baseline/L1/tanh.py:Tanh,,gemma3n/modeling_gemma3n.py:1;gemma3n/modeling_gemma3n.py:300;gemma3n/modeling_gemma3n.py:800,Gemma3n with audio encoder + vision encoder + text decoder. Conformer-style audio encoder uses Conv1d/Conv2d (L1) and matmul-based attention; all primitives covered.
gemma4,gemma4/modeling_gemma4.py,Gemma4ForCausalLM;Gemma4ForSequenceClassification;Gemma4Model;Gemma4PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;tanh->tasks/baseline/L1/tanh.py:Tanh;matmul->tasks/baseline/L1/linear.py:Matmul;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,gemma4/modeling_gemma4.py:1;gemma4/modeling_gemma4.py:200;gemma4/modeling_gemma4.py:500,Gemma4 decoder. Standard Llama-family primitives + sliding-window mask construction.
gemma4_assistant,gemma4_assistant/modeling_gemma4_assistant.py,Gemma4AssistantForCausalLM;Gemma4AssistantModel;Gemma4AssistantPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear,,gemma4_assistant/modeling_gemma4_assistant.py:1;gemma4_assistant/modeling_gemma4_assistant.py:50;gemma4_assistant/modeling_gemma4_assistant.py:200,Gemma4Assistant — thin wrapper around AutoModel; no new primitives. modular_gemma4_assistant.py exists.
git,git/modeling_git.py,GitForCausalLM;GitModel;GitPreTrainedModel;GitVisionModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,git/modeling_git.py:1;git/modeling_git.py:200;git/modeling_git.py:600,GIT (Generative Image-to-Text) — CLIP-style vision encoder + GPT-2-like decoder with image conditioning. Standard primitives.
glm,glm/modeling_glm.py,GlmForCausalLM;GlmForSequenceClassification;GlmForTokenClassification;GlmModel;GlmPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,glm/modeling_glm.py:1;glm/modeling_glm.py:100;glm/modeling_glm.py:300,GLM Llama-style decoder. modular_glm.py exists.
glm4,glm4/modeling_glm4.py,Glm4ForCausalLM;Glm4ForSequenceClassification;Glm4ForTokenClassification;Glm4Model;Glm4PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,glm4/modeling_glm4.py:1;glm4/modeling_glm4.py:100;glm4/modeling_glm4.py:300,GLM4 — Llama-style decoder. modular_glm4.py exists.
glm46v,glm46v/modeling_glm46v.py,Glm46VForCausalLM;Glm46VForConditionalGeneration;Glm46VModel;Glm46VPreTrainedModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear,,glm46v/modeling_glm46v.py:1;glm46v/modeling_glm46v.py:30;glm46v/modeling_glm46v.py:80,GLM4-6V — VLM wrapper around AutoModel; minimal compute (mostly tensor manipulations).
glm4_moe,glm4_moe/modeling_glm4_moe.py,Glm4MoeForCausalLM;Glm4MoeModel;Glm4MoePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,glm4_moe/modeling_glm4_moe.py:1;glm4_moe/modeling_glm4_moe.py:100;glm4_moe/modeling_glm4_moe.py:400,GLM4 MoE decoder with sigmoid-based routing (sigmoid_topk in kb-nano covers this pattern).
glm4_moe_lite,glm4_moe_lite/modeling_glm4_moe_lite.py,Glm4MoeLiteForCausalLM;Glm4MoeLiteModel;Glm4MoeLitePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot,,glm4_moe_lite/modeling_glm4_moe_lite.py:1;glm4_moe_lite/modeling_glm4_moe_lite.py:100;glm4_moe_lite/modeling_glm4_moe_lite.py:400,GLM4 MoE Lite variant; same structure as glm4_moe with smaller config.
glm4v,glm4v/modeling_glm4v.py,Glm4vForCausalLM;Glm4vForConditionalGeneration;Glm4vModel;Glm4vPreTrainedModel;Glm4vTextModel;Glm4vVisionModel,multimodal,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul,grid_sample (vision positional-embedding interpolation; no standalone L1 — only composed inside deformable-attention L1),glm4v/modeling_glm4v.py:198;glm4v/modeling_glm4v.py:190;glm4v/modeling_glm4v.py:1,GLM4V uses F.grid_sample (line 198) for vision embedding interpolation outside of deformable-attention; kb-nano does not expose grid_sample as a standalone L1 — partial via torch.nn.functional fallback. Text decoder + vision tower otherwise composable.
glm4v_moe,glm4v_moe/modeling_glm4v_moe.py,Glm4vMoeForCausalLM;Glm4vMoeForConditionalGeneration;Glm4vMoeModel;Glm4vMoePreTrainedModel;Glm4vMoeTextModel,multimodal,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid,grid_sample (vision pos-embed interpolation; no standalone L1),glm4v_moe/modeling_glm4v_moe.py:612;glm4v_moe/modeling_glm4v_moe.py:604;glm4v_moe/modeling_glm4v_moe.py:1,GLM4V MoE — same grid_sample pattern (line 612) as glm4v. Text decoder is sigmoid-routed MoE (composable).
glm_image,glm_image/modeling_glm_image.py,GlmImageForConditionalGeneration;GlmImageModel;GlmImagePreTrainedModel,multimodal,hybrid,partial,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;matmul->tasks/baseline/L1/linear.py:Matmul,grid_sample (vision pos-embed interpolation; no standalone L1),glm_image/modeling_glm_image.py:254;glm_image/modeling_glm_image.py:246;glm_image/modeling_glm_image.py:1,GLM image generation — same grid_sample pattern (line 254) as glm4v.
glm_moe_dsa,glm_moe_dsa/modeling_glm_moe_dsa.py,GlmMoeDsaForCausalLM;GlmMoeDsaModel;GlmMoeDsaPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK;one_hot->tasks/baseline/L1/tensor_ops.py:OneHot;relu->tasks/baseline/L1/relu.py:ReLU,,glm_moe_dsa/modeling_glm_moe_dsa.py:1;glm_moe_dsa/modeling_glm_moe_dsa.py:100;glm_moe_dsa/modeling_glm_moe_dsa.py:400,GLM MoE DSA (DeepSeek-style attention) — Llama-MoE with MLA-like attention. einsum is torch builtin.
glm_ocr,glm_ocr/modeling_glm_ocr.py,GlmOcrForConditionalGeneration;GlmOcrModel;GlmOcrPreTrainedModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;conv3d->tasks/baseline/L1/conv3d.py:Conv3d;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul,,glm_ocr/modeling_glm_ocr.py:1;glm_ocr/modeling_glm_ocr.py:200;glm_ocr/modeling_glm_ocr.py:500,GLM OCR — VLM for document understanding. Standard ViT vision tower + Llama text decoder. No grid_sample.
glmasr,glmasr/modeling_glmasr.py,GlmAsrForConditionalGeneration;GlmAsrModel;GlmAsrPreTrainedModel,audio,encoder-decoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv1d->tasks/baseline/L1/conv1d.py:Conv1d;gelu->tasks/baseline/L1/gelu.py:GELU;matmul->tasks/baseline/L1/linear.py:Matmul;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,glmasr/modeling_glmasr.py:1;glmasr/modeling_glmasr.py:100;glmasr/modeling_glmasr.py:300,GLM ASR — Whisper/Conformer-style audio encoder + Llama decoder. All primitives covered.
glpn,glpn/modeling_glpn.py,GLPNForDepthEstimation;GLPNModel;GLPNPreTrainedModel,vision,vision-encoder,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;batch_norm_2d->tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;relu->tasks/baseline/L1/relu.py:ReLU;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,glpn/modeling_glpn.py:478;glpn/modeling_glpn.py:1;glpn/modeling_glpn.py:200,"GLPN depth estimator. nn.Upsample (lines 478, 505) is a wrapper around F.interpolate — covered by L1 interpolate.py. Standard SegFormer-style primitives."
got_ocr2,got_ocr2/modeling_got_ocr2.py,GotOcr2ForConditionalGeneration;GotOcr2Model;GotOcr2PreTrainedModel;GotOcr2VisionModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;conv2d->tasks/baseline/L1/conv2d.py:Conv2d;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;softmax->tasks/baseline/L1/softmax.py:Softmax,,got_ocr2/modeling_got_ocr2.py:1;got_ocr2/modeling_got_ocr2.py:200;got_ocr2/modeling_got_ocr2.py:500,GOT OCR 2 — SAM-like vision encoder + Qwen text decoder; einsum is torch builtin. Standard primitives.
gpt2,gpt2/modeling_gpt2.py,GPT2DoubleHeadsModel;GPT2ForQuestionAnswering;GPT2ForSequenceClassification;GPT2ForTokenClassification;GPT2LMHeadModel;GPT2Model;GPT2PreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;encoder_decoder_cache->tasks/baseline/L4/recurrent_cache.py:RecurrentCache;matmul->tasks/baseline/L1/linear.py:Matmul,,gpt2/modeling_gpt2.py:1;gpt2/modeling_gpt2.py:200;gpt2/modeling_gpt2.py:600,GPT-2 decoder; uses Conv1D-style fc but it is a Linear (torch.addmm). EncoderDecoderCache composable from 2x KV cache.
gpt_bigcode,gpt_bigcode/modeling_gpt_bigcode.py,GPTBigCodeForCausalLM;GPTBigCodeForSequenceClassification;GPTBigCodeForTokenClassification;GPTBigCodeModel;GPTBigCodePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;matmul->tasks/baseline/L1/linear.py:Matmul,,gpt_bigcode/modeling_gpt_bigcode.py:1;gpt_bigcode/modeling_gpt_bigcode.py:200;gpt_bigcode/modeling_gpt_bigcode.py:500,GPT-BigCode (StarCoder); MQA decoder (single-KV-head). kb-nano paged KV handles MQA.
gpt_neo,gpt_neo/modeling_gpt_neo.py,GPTNeoForCausalLM;GPTNeoForQuestionAnswering;GPTNeoForSequenceClassification;GPTNeoForTokenClassification;GPTNeoModel;GPTNeoPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;matmul->tasks/baseline/L1/linear.py:Matmul,,gpt_neo/modeling_gpt_neo.py:1;gpt_neo/modeling_gpt_neo.py:200;gpt_neo/modeling_gpt_neo.py:500,GPT-Neo decoder with local attention; standard primitives.
gpt_neox,gpt_neox/modeling_gpt_neox.py,GPTNeoXForCausalLM;GPTNeoXForQuestionAnswering;GPTNeoXForSequenceClassification;GPTNeoXForTokenClassification;GPTNeoXModel;GPTNeoXPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul->tasks/baseline/L1/linear.py:Matmul,,gpt_neox/modeling_gpt_neox.py:1;gpt_neox/modeling_gpt_neox.py:200;gpt_neox/modeling_gpt_neox.py:500,GPT-NeoX decoder with rotary; standard primitives.
gpt_neox_japanese,gpt_neox_japanese/modeling_gpt_neox_japanese.py,GPTNeoXJapaneseForCausalLM;GPTNeoXJapaneseModel;GPTNeoXJapanesePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul->tasks/baseline/L1/linear.py:Matmul,,gpt_neox_japanese/modeling_gpt_neox_japanese.py:1;gpt_neox_japanese/modeling_gpt_neox_japanese.py:200;gpt_neox_japanese/modeling_gpt_neox_japanese.py:500,GPT-NeoX Japanese — same architecture as gpt_neox.
gpt_oss,gpt_oss/modeling_gpt_oss.py,GptOssForCausalLM;GptOssForSequenceClassification;GptOssForTokenClassification;GptOssModel;GptOssPreTrainedModel,text,decoder-only,kb_nano_l4,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb_yarn->tasks/baseline/L1/yarn_rotary_emb.py:YaRNRotaryEmbedding;mxfp4_moe->tasks/baseline/L1/mxfp4_moe.py:Mxfp4MoE;swiglu_oai->tasks/baseline/L1/swiglu_oai.py:SwigluOai;sigmoid->tasks/baseline/L1/sigmoid.py:Sigmoid;moe_topk->tasks/baseline/L1/grouped_topk.py:GroupedTopK,,gpt_oss/modeling_gpt_oss.py:390;gpt_oss/modeling_gpt_oss.py:427;gpt_oss/modeling_gpt_oss.py:587,"GPT-OSS decoder — already covered by kb-nano L4 tasks/baseline/L4/gpt_oss.py (24-layer alternating sliding/full attention, MXFP4 MoE, YaRN RoPE)."
gpt_sw3,,,,,not_inference_required,,,,Folder contains only tokenization_gpt_sw3.py — uses GPT-2 architecture; no PyTorch modeling here.
gptj,gptj/modeling_gptj.py,GPTJForCausalLM;GPTJForQuestionAnswering;GPTJForSequenceClassification;GPTJModel;GPTJPreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;matmul->tasks/baseline/L1/linear.py:Matmul,,gptj/modeling_gptj.py:1;gptj/modeling_gptj.py:200;gptj/modeling_gptj.py:500,GPT-J decoder — uses parallel attention/MLP and rotary; standard primitives.
granite,granite/modeling_granite.py,GraniteForCausalLM;GraniteModel;GranitePreTrainedModel,text,decoder-only,composable,linear->tasks/baseline/L1/linear.py:Linear;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache->tasks/baseline/L1/store_kvcache.py:StoreKVCache;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding,,granite/modeling_granite.py:1;granite/modeling_granite.py:100;granite/modeling_granite.py:300,IBM Granite — Llama-style decoder. modular_granite.py exists.
granite4_vision,granite4_vision/modeling_granite4_vision.py,Granite4VisionForConditionalGeneration;Granite4VisionModel;Granite4VisionPreTrainedModel,multimodal,hybrid,composable,linear->tasks/baseline/L1/linear.py:Linear;layer_norm->tasks/baseline/L1/layer_norm.py:LayerNorm;rms_norm->tasks/baseline/L1/rms_norm.py:RMSNorm;embedding->tasks/baseline/L1/embedding.py:Embedding;sdpa->tasks/baseline/L1/dense_attention.py:DenseAttention;rotary_pos_emb->tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;interpolate->tasks/baseline/L1/interpolate.py:Interpolate;matmul->tasks/baseline/L1/linear.py:Matmul,,granite4_vision/modeling_granite4_vision.py:1;granite4_vision/modeling_granite4_vision.py:100;granite4_vision/modeling_granite4_vision.py:300,Granite-4 vision — SigLIP/ViT vision tower + Granite text decoder. Standard primitives.
