hf_folder,modeling_file,architecture_classes,modality,family,support_status,mapped_kb_nano,partial_or_unsupported_ops,evidence_hf,notes
mbart,modeling_mbart.py,MBartModel;MBartFor*(CondGen/QA/SeqCls/CausalLM);MBartEncoder;MBartDecoder,text,encoder-decoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh→tasks/baseline/L1/tanh.py:Tanh,,modeling_mbart.py:1;modeling_mbart.py:1;modeling_mbart.py:1,BART-derived multilingual encoder-decoder.
mbart50,NO_PT_MODELING,,text,—,not_inference_required,,,,Folder contains only tokenization_mbart50.py — no PyTorch architecture; uses MBart at inference.
megatron_bert,modeling_megatron_bert.py,MegatronBertModel;MegatronBertFor*(MaskedLM/PreTraining/CausalLM/NextSentence/SeqCls/MultipleChoice/TokCls/QA),text,encoder (decoder mode for CausalLM),composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;tanh→tasks/baseline/L1/tanh.py:Tanh,,modeling_megatron_bert.py:1;modeling_megatron_bert.py:1;modeling_megatron_bert.py:1,BERT-architecture matching pilot bert row. No new ops.
megatron_gpt2,NO_PT_MODELING,,text,—,not_inference_required,,,,Folder contains only checkpoint reshape/conversion scripts — no PyTorch architecture; uses GPT2 at inference.
metaclip_2,modeling_metaclip_2.py,MetaClip2Model;MetaClip2VisionModel;MetaClip2TextModel;MetaClip2ForImageClassification,multimodal,CLIP-style dual encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;embedding→tasks/baseline/L1/embedding.py:Embedding;quick_gelu→tasks/baseline/L1/quickgelu.py:QuickGELU;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,modeling_metaclip_2.py:1;modeling_metaclip_2.py:1;modeling_metaclip_2.py:1,Multilingual CLIP variant. cross_entropy is training-only.
mgp_str,modeling_mgp_str.py,MgpstrModel;MgpstrForSceneTextRecognition,vision,scene text recognition (ViT-based),composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;gelu→tasks/baseline/L1/gelu.py:GELU,,modeling_mgp_str.py:274;modeling_mgp_str.py:1;modeling_mgp_str.py:1,ViT-based scene text recognizer. einsum at line 274 is torch builtin (matmul-equivalent).
mimi,modeling_mimi.py,MimiModel,audio,neural audio codec encoder-decoder,partial,linear→tasks/baseline/L1/linear.py:Linear;conv1d→tasks/baseline/L1/conv1d.py:Conv1d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,conv_transpose1d(no L1 kernel; nn.ConvTranspose1d at line 370 inside MimiConvTranspose1d wrapper used in decoder upsampling);elu(no L1 class; nn.ELU activation in decoder blocks at lines 428/473/478/1155/1165),modeling_mimi.py:370;modeling_mimi.py:428;modeling_mimi.py:1157,Mimi neural codec (encodec-derived). Decoder upsamples via ConvTranspose1d (nn fallback only) and uses nn.ELU activation throughout encoder/decoder. Transformer in middle is composable.
minicpmv4_6,modeling_minicpmv4_6.py,MiniCPMV4_6Model;MiniCPMV4_6ForConditionalGeneration;MiniCPMV4_6VisionModel,multimodal,VLM,composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;embedding→tasks/baseline/L1/embedding.py:Embedding;gelu→tasks/baseline/L1/gelu.py:GELU,,modeling_minicpmv4_6.py:1;modeling_minicpmv4_6.py:1;modeling_minicpmv4_6.py:1,MiniCPM-V multimodal model. Vision encoder + multimodal projector + text decoder via AutoModel-style sub-models.
minimax,modeling_minimax.py,MiniMaxModel;MiniMaxForCausalLM;MiniMaxFor*(SeqCls/QA/TokCls),text,decoder-only MoE + lightning attention,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;sigmoid→tasks/baseline/L1/sigmoid.py:Sigmoid,,modeling_minimax.py:1;modeling_minimax.py:1;modeling_minimax.py:1,MiniMax MoE LLM. The lightning-attention/linear-attention layers are computed in pure tensor ops (matmul + sigmoid + masking) — no missing kernel. Sliding-window mask for some layers.
minimax_m2,modeling_minimax_m2.py,MiniMaxM2Model;MiniMaxM2ForCausalLM,text,decoder-only MoE,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_minimax_m2.py:1;modeling_minimax_m2.py:1;modeling_minimax_m2.py:1,Standard MoE LLM. Composable from existing primitives.
ministral,modeling_ministral.py,MinistralModel;MinistralFor*(CausalLM/SeqCls/QA/TokCls),text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding,,modeling_ministral.py:1;modeling_ministral.py:1;modeling_ministral.py:1,Mistral-3B variant. Same primitive set as Mistral pilot row.
ministral3,modeling_ministral3.py,Ministral3Model;Ministral3For*(CausalLM/SeqCls/QA/TokCls),text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding,,modeling_ministral3.py:1;modeling_ministral3.py:1;modeling_ministral3.py:1,Mistral-derived. Standard primitives.
mistral3,modeling_mistral3.py,Mistral3Model;Mistral3ForConditionalGeneration,multimodal,VLM wrapper,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;auto_model_wrapper→passthrough,,modeling_mistral3.py:71;modeling_mistral3.py:73;modeling_mistral3.py:1,Multimodal wrapper delegating to AutoModel for vision/text. Patch merger uses nn.functional.unfold (passthrough). modular DSL.
mistral4,modeling_mistral4.py,Mistral4Model;Mistral4ForCausalLM;Mistral4For*(SeqCls/TokCls),text,decoder-only MoE,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_mistral4.py:1;modeling_mistral4.py:1;modeling_mistral4.py:1,Mistral 4 with MoE FFN. Standard primitives.
mixtral,modeling_mixtral.py,MixtralModel;MixtralForCausalLM;MixtralFor*(SeqCls/QA/TokCls),text,decoder-only MoE,kb_nano_l4,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;moe_topk→tasks/baseline/L1/grouped_topk.py:GroupedTopK;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_mixtral.py:1;modeling_mixtral.py:1;modeling_mixtral.py:1,L4 pipeline at tasks/baseline/L4/mixtral.py.
mlcd,modeling_mlcd.py,MLCDVisionModel,vision,CLIP-style vision encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,,modeling_mlcd.py:1;modeling_mlcd.py:1;modeling_mlcd.py:1,Vision-only CLIP variant with rotary position embeddings.
mllama,modeling_mllama.py,MllamaModel;MllamaForCausalLM;MllamaForConditionalGeneration;MllamaTextModel;MllamaVisionModel,multimodal,VLM with cross-attention,composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_mllama.py:1;modeling_mllama.py:1;modeling_mllama.py:1,Llama with cross-attention layers conditioned on vision. Vision tower has Conv2d patch embed and standard ViT blocks. Tanh gate parameter for cross-attention.
mluke,NO_PT_MODELING,,text,—,not_inference_required,,,,Folder contains only tokenization + checkpoint conversion — uses Luke at inference.
mm_grounding_dino,modeling_mm_grounding_dino.py,MMGroundingDinoModel;MMGroundingDinoForObjectDetection;MMGroundingDinoEncoder;MMGroundingDinoDecoder,detection,grounded object detection (DETR + text),composable,linear→tasks/baseline/L1/linear.py:Linear;conv2d→tasks/baseline/L1/conv2d.py:Conv2d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;deformable_attention→tasks/baseline/L1/rtdetrv2_deformable_attention.py:MultiScaleDeformableAttentionV2,,modeling_mm_grounding_dino.py:728;modeling_mm_grounding_dino.py:1;modeling_mm_grounding_dino.py:1,Grounding-DINO variant. Custom MMGroundingDinoMultiheadAttention class (line 728) wraps Q/K/V Linear + matmul + softmax (no nn.MultiheadAttention call). grid_sample appears via deformable attention only (composed inside L1 rtdetrv2_deformable_attention.py).
mobilebert,modeling_mobilebert.py,MobileBertModel;MobileBertFor*(MaskedLM/PreTraining/NextSentence/SeqCls/MultipleChoice/TokCls/QA),text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;tanh→tasks/baseline/L1/tanh.py:Tanh;dropout→tasks/baseline/L1/dropout.py:Dropout,,modeling_mobilebert.py:1;modeling_mobilebert.py:1;modeling_mobilebert.py:1,Compressed BERT variant. Standard ops; uses NoNorm sometimes (passthrough/identity). Embeddings get padded conv1d-like transform but via Linear.
mobilenet_v1,modeling_mobilenet_v1.py,MobileNetV1Model;MobileNetV1ForImageClassification,vision,CNN classifier,partial,conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;linear→tasks/baseline/L1/linear.py:Linear;dropout→tasks/baseline/L1/dropout.py:Dropout;identity→passthrough,adaptive_avg_pool_2d(no L1 kernel; nn.AdaptiveAvgPool2d at line 184 in pooler — head-only fallback),modeling_mobilenet_v1.py:184;modeling_mobilenet_v1.py:1;modeling_mobilenet_v1.py:1,Pure depthwise-separable CNN. Pooler uses nn.AdaptiveAvgPool2d (line 184). Same convention as mobilenetv4 L4 (which also uses nn.AdaptiveAvgPool2d directly) — pilot decision is to flag partial.
mobilenet_v2,modeling_mobilenet_v2.py,MobileNetV2Model;MobileNetV2ForImageClassification;MobileNetV2ForSemanticSegmentation,vision,CNN classifier + seg,partial,conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;linear→tasks/baseline/L1/linear.py:Linear;interpolate→tasks/baseline/L1/interpolate.py:Interpolate;identity→passthrough;dropout→tasks/baseline/L1/dropout.py:Dropout,adaptive_avg_pool_2d(no L1 kernel; nn.AdaptiveAvgPool2d at lines 320 and 437 in pooler and DeepLab head),modeling_mobilenet_v2.py:320;modeling_mobilenet_v2.py:437;modeling_mobilenet_v2.py:1,Inverted-residual CNN with optional DeepLabV3+ seg head. Two AdaptiveAvgPool2d uses (classifier pooler + ASPP module).
mobilevit,modeling_mobilevit.py,MobileViTModel;MobileViTForImageClassification;MobileViTForSemanticSegmentation,vision,hybrid CNN+ViT,partial,conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,adaptive_avg_pool_2d(no L1 kernel; nn.AdaptiveAvgPool2d at line 755 in seg head global pooler),modeling_mobilevit.py:755;modeling_mobilevit.py:1;modeling_mobilevit.py:1,Hybrid CNN+ViT. Seg head uses AdaptiveAvgPool2d for global context (line 755). Image classification head uses adaptive pooling too.
mobilevitv2,modeling_mobilevitv2.py,MobileViTV2Model;MobileViTV2ForImageClassification;MobileViTV2ForSemanticSegmentation,vision,hybrid CNN+ViT (linear-attn),partial,conv2d→tasks/baseline/L1/conv2d.py:Conv2d;batch_norm_2d→tasks/baseline/L1/batch_norm2d.py:BatchNorm2d;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;linear→tasks/baseline/L1/linear.py:Linear;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;interpolate→tasks/baseline/L1/interpolate.py:Interpolate,adaptive_avg_pool_2d(no L1 kernel; nn.AdaptiveAvgPool2d at line 732 in seg head global pooler),modeling_mobilevitv2.py:732;modeling_mobilevitv2.py:418;modeling_mobilevitv2.py:431,MobileViTv2 with separable self-attention. Patch unfolding/folding via nn.functional.unfold/fold (lines 418/431) — both are torch builtins (passthrough).
modernbert,modeling_modernbert.py,ModernBertModel;ModernBertFor*(MaskedLM/SeqCls/MultipleChoice/TokCls/QA),text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;embedding→tasks/baseline/L1/embedding.py:Embedding,,modeling_modernbert.py:1;modeling_modernbert.py:1;modeling_modernbert.py:1,ModernBERT encoder (RoPE + GeGLU + alternating local/global attention). Sliding-window via mask (no kernel-side change). All ops covered.
modernbert_decoder,modeling_modernbert_decoder.py,ModernBertDecoderModel;ModernBertDecoderForCausalLM;ModernBertDecoderForSequenceClassification,text,decoder-only,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding,,modeling_modernbert_decoder.py:1;modeling_modernbert_decoder.py:1;modeling_modernbert_decoder.py:1,Decoder variant of ModernBERT.
modernvbert,modeling_modernvbert.py,ModernVBertModel;ModernVBertFor*(MaskedLM/SeqCls/TokCls),multimodal,VLM wrapper,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;auto_model_wrapper→passthrough,,modeling_modernvbert.py:212;modeling_modernvbert.py:216;modeling_modernvbert.py:1,Multimodal wrapper using AutoModel for vision (SigLIP-like) and text (ModernBERT). Wrapper itself trivial.
moonshine,modeling_moonshine.py,MoonshineModel;MoonshineEncoder;MoonshineDecoder;MoonshineForConditionalGeneration,audio,encoder-decoder ASR,composable,linear→tasks/baseline/L1/linear.py:Linear;conv1d→tasks/baseline/L1/conv1d.py:Conv1d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;group_norm→tasks/baseline/L1/group_norm.py:GroupNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_moonshine.py:1;modeling_moonshine.py:1;modeling_moonshine.py:1,Whisper-like with rotary positions and Conv1d audio frontend. Composable.
moonshine_streaming,modeling_moonshine_streaming.py,MoonshineStreamingModel;MoonshineStreamingEncoder;MoonshineStreamingDecoder;MoonshineStreamingForConditionalGeneration,audio,encoder-decoder ASR (streaming),composable,linear→tasks/baseline/L1/linear.py:Linear;conv1d→tasks/baseline/L1/conv1d.py:Conv1d;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;silu→tasks/baseline/L1/silu.py:SiLU;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_moonshine_streaming.py:1;modeling_moonshine_streaming.py:1;modeling_moonshine_streaming.py:1,Streaming variant of Moonshine. Adds chunking/state. Same op surface.
moshi,modeling_moshi.py,MoshiModel;MoshiForCausalLM;MoshiForConditionalGeneration;MoshiDepthDecoder,audio,decoder-only audio LM,composable,linear→tasks/baseline/L1/linear.py:Linear;rms_norm→tasks/baseline/L1/rms_norm.py:RMSNorm;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;embedding→tasks/baseline/L1/embedding.py:Embedding,,modeling_moshi.py:1;modeling_moshi.py:1;modeling_moshi.py:1,Moshi audio LM. Sliding-window mask (HF helper). Standard decoder primitives plus depth decoder (also standard).
mpnet,modeling_mpnet.py,MPNetModel;MPNetFor*(MaskedLM/SeqCls/MultipleChoice/TokCls/QA),text,encoder,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;tanh→tasks/baseline/L1/tanh.py:Tanh,,modeling_mpnet.py:1;modeling_mpnet.py:1;modeling_mpnet.py:1,MPNet encoder with relative position bias added to attention. Standard ops.
mpt,modeling_mpt.py,MptModel;MptForCausalLM;MptFor*(SeqCls/TokCls/QA),text,decoder-only (ALiBi),composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;gelu→tasks/baseline/L1/gelu.py:GELU,,modeling_mpt.py:42;modeling_mpt.py:316;modeling_mpt.py:1,MPT decoder with ALiBi position bias (constructed at line 316 as a tensor added to attention scores — no kernel-side change needed).
mra,modeling_mra.py,MraModel;MraFor*(MaskedLM/SeqCls/MultipleChoice/TokCls/QA),text,sparse-attention encoder,unsupported,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;relu→tasks/baseline/L1/relu.py:ReLU,mra_sparse_kernels(custom CUDA kernel from kernels-community/mra; provides index_max+mm_to_sparse+sparse_dense_mm — no kb-nano coverage and not a torch builtin),modeling_mra.py:48;modeling_mra.py:148;modeling_mra.py:186,MRA self-attention REQUIRES the kernels-community/mra CUDA extension (loaded via integrations.hub_kernels.get_kernel at line 57). Calls mra_cuda_kernel.index_max (line 82) mra_cuda_kernel.mm_to_sparse (line 148) mra_cuda_kernel.sparse_dense_mm (line 186). new_canonical_name_needed: mra_sparse_attention.
mt5,modeling_mt5.py,MT5Model;MT5EncoderModel;MT5ForConditionalGeneration;MT5Stack;MT5For*(SeqCls/QA/TokCls),text,encoder-decoder (T5),composable,linear→tasks/baseline/L1/linear.py:Linear;t5_layer_norm→tasks/baseline/L1/t5_layer_norm.py:T5LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;tanh→tasks/baseline/L1/tanh.py:Tanh,,modeling_mt5.py:1;modeling_mt5.py:1;modeling_mt5.py:1,T5 derivative; relies on T5LayerNorm (RMSNorm-like) — covered. kb-nano has L4 t5_encoder.py and L2 t5_attention.py.
musicflamingo,modeling_musicflamingo.py,MusicFlamingoForConditionalGeneration,multimodal,wrapper (audio + LLM),composable,linear→tasks/baseline/L1/linear.py:Linear;rotary_pos_emb→tasks/baseline/L1/rotary_emb.py:RotaryEmbedding;auto_model_wrapper→passthrough,,modeling_musicflamingo.py:1;modeling_musicflamingo.py:1;modeling_musicflamingo.py:1,Multimodal wrapper combining audio encoder + LLM via cross-attention. Sub-models loaded via auto. Wrapper trivial.
musicgen,modeling_musicgen.py,MusicgenModel;MusicgenDecoder;MusicgenForCausalLM;MusicgenForConditionalGeneration,audio,encoder-decoder LM,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_musicgen.py:1;modeling_musicgen.py:1;modeling_musicgen.py:1,Decoder-only LM with cross-attention conditioned on text encoder + audio encoder (loaded via AutoModel). Sinusoidal positions init-time.
musicgen_melody,modeling_musicgen_melody.py,MusicgenMelodyModel;MusicgenMelodyDecoder;MusicgenMelodyForCausalLM;MusicgenMelodyForConditionalGeneration,audio,encoder-decoder LM (melody cond),composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache,,modeling_musicgen_melody.py:1;modeling_musicgen_melody.py:1;modeling_musicgen_melody.py:1,Variant of musicgen with melody conditioning prepended to decoder input. Same op surface.
mvp,modeling_mvp.py,MvpModel;MvpEncoder;MvpDecoder;MvpFor*(CondGen/SeqCls/QA/CausalLM),text,encoder-decoder + prompts,composable,linear→tasks/baseline/L1/linear.py:Linear;layer_norm→tasks/baseline/L1/layer_norm.py:LayerNorm;embedding→tasks/baseline/L1/embedding.py:Embedding;sdpa→tasks/baseline/L1/dense_attention.py:DenseAttention;encoder_decoder_cache→tasks/baseline/L4/recurrent_cache.py:RecurrentCache;kv_cache→tasks/baseline/L1/store_kvcache.py:StoreKVCache;batch_matmul→tasks/baseline/L1/bmm.py:BatchMatMul;tanh→tasks/baseline/L1/tanh.py:Tanh,,modeling_mvp.py:1;modeling_mvp.py:1;modeling_mvp.py:1,BART-derived encoder-decoder with optional prompt-tuning slots (extra learned KV prefixes — pure tensor ops). gelu activation L1.
myt5,NO_PT_MODELING,,text,—,not_inference_required,,,,Folder contains only tokenization and checkpoint conversion — uses MT5 at inference.
layoutxlm,NO_PT_MODELING,,text+layout,—,not_inference_required,,,,Folder contains only modular_layoutxlm.py (DSL) plus tokenizer/processing — no PyTorch modeling file. Re-uses LayoutLMv2 architecture at inference.
